user_id,user_url,item_id,recommend,posted_year,sentiment_analysis
76561198067805986,http://steamcommunity.com/profiles/76561198067805986,225540,1,2015,0
76561198067805986,http://steamcommunity.com/profiles/76561198067805986,213650,1,2015,2
76561198067805986,http://steamcommunity.com/profiles/76561198067805986,8870,1,2015,1
76561198067805986,http://steamcommunity.com/profiles/76561198067805986,7670,1,2015,1
76561198067805986,http://steamcommunity.com/profiles/76561198067805986,359050,1,2015,1
76561198085097560,http://steamcommunity.com/profiles/76561198085097560,730,1,2014,2
frikcha,http://steamcommunity.com/id/frikcha,211820,1,2014,2
frikcha,http://steamcommunity.com/id/frikcha,391540,1,2015,0
frikcha,http://steamcommunity.com/id/frikcha,268750,1,2015,2
frikcha,http://steamcommunity.com/id/frikcha,207140,1,2015,2
frikcha,http://steamcommunity.com/id/frikcha,265930,1,2015,2
frikcha,http://steamcommunity.com/id/frikcha,304930,0,2015,0
frikcha,http://steamcommunity.com/id/frikcha,241600,1,2015,2
Frizick,http://steamcommunity.com/id/Frizick,238960,1,2014,2
astrophysicsblackguy,http://steamcommunity.com/id/astrophysicsblackguy,730,1,2014,2
astrophysicsblackguy,http://steamcommunity.com/id/astrophysicsblackguy,317360,1,2015,2
Gun_p0wder,http://steamcommunity.com/id/Gun_p0wder,4000,1,2015,2
thefrog,http://steamcommunity.com/id/thefrog,319630,1,2015,2
thefrog,http://steamcommunity.com/id/thefrog,107100,1,2013,2
Ni7rogen,http://steamcommunity.com/id/Ni7rogen,440,1,2014,0
Frogpro007,http://steamcommunity.com/id/Frogpro007,243870,1,2014,2
Frogpro007,http://steamcommunity.com/id/Frogpro007,236390,1,2014,2
Frogpro007,http://steamcommunity.com/id/Frogpro007,65790,0,2014,1
Frogpro007,http://steamcommunity.com/id/Frogpro007,239660,1,2014,2
Frogpro007,http://steamcommunity.com/id/Frogpro007,51100,0,2014,2
joex10,http://steamcommunity.com/id/joex10,7940,1,2013,1
DezDarkshard,http://steamcommunity.com/id/DezDarkshard,242700,1,2014,2
Froppz,http://steamcommunity.com/id/Froppz,248820,1,2014,2
Froppz,http://steamcommunity.com/id/Froppz,274940,1,2014,0
Froppz,http://steamcommunity.com/id/Froppz,233740,0,2015,2
Froppz,http://steamcommunity.com/id/Froppz,34900,1,2015,2
FrostieDaFurry,http://steamcommunity.com/id/FrostieDaFurry,334230,1,2015,2
FrostyBlizzard,http://steamcommunity.com/id/FrostyBlizzard,266840,1,2015,2
FrostyBlizzard,http://steamcommunity.com/id/FrostyBlizzard,8930,0,2015,0
FrostyBlizzard,http://steamcommunity.com/id/FrostyBlizzard,96100,1,2014,2
FrostyBlizzard,http://steamcommunity.com/id/FrostyBlizzard,63380,0,2014,0
FrostyBlizzard,http://steamcommunity.com/id/FrostyBlizzard,266840,1,2015,2
FrostyBlizzard,http://steamcommunity.com/id/FrostyBlizzard,8930,0,2015,0
FrostyBlizzard,http://steamcommunity.com/id/FrostyBlizzard,96100,1,2014,2
FrostyBlizzard,http://steamcommunity.com/id/FrostyBlizzard,63380,0,2014,0
76561198188011631,http://steamcommunity.com/profiles/76561198188011631,72850,1,2015,2
FRSH_MEXICAN,http://steamcommunity.com/id/FRSH_MEXICAN,201510,1,2014,0
Thegreatboxbox,http://steamcommunity.com/id/Thegreatboxbox,570,1,2014,2
HNSNGIRAFFE,http://steamcommunity.com/id/HNSNGIRAFFE,238210,1,2015,2
jj_teh_jetplane,http://steamcommunity.com/id/jj_teh_jetplane,387860,1,2015,2
jj_teh_jetplane,http://steamcommunity.com/id/jj_teh_jetplane,286160,1,2015,2
jj_teh_jetplane,http://steamcommunity.com/id/jj_teh_jetplane,203770,1,2015,0
venbeer,http://steamcommunity.com/id/venbeer,218620,0,2015,2
venbeer,http://steamcommunity.com/id/venbeer,333930,0,2015,0
Aclol0107,http://steamcommunity.com/id/Aclol0107,218620,1,2014,2
76561198015904026,http://steamcommunity.com/profiles/76561198015904026,252490,1,2014,0
76561198015904026,http://steamcommunity.com/profiles/76561198015904026,296470,1,2015,2
InwPaiyouknow,http://steamcommunity.com/id/InwPaiyouknow,218620,0,2015,1
InwPaiyouknow,http://steamcommunity.com/id/InwPaiyouknow,231140,1,2014,1
serafiki,http://steamcommunity.com/id/serafiki,348290,0,2015,2
serafiki,http://steamcommunity.com/id/serafiki,293900,1,2014,2
serafiki,http://steamcommunity.com/id/serafiki,247080,1,2014,2
serafiki,http://steamcommunity.com/id/serafiki,351510,1,2015,2
fummywumkins,http://steamcommunity.com/id/fummywumkins,211820,0,2014,0
fummywumkins,http://steamcommunity.com/id/fummywumkins,221100,0,2015,1
fummywumkins,http://steamcommunity.com/id/fummywumkins,34900,0,2014,2
fummywumkins,http://steamcommunity.com/id/fummywumkins,212180,0,2014,0
fummywumkins,http://steamcommunity.com/id/fummywumkins,570,1,2012,2
fummywumkins,http://steamcommunity.com/id/fummywumkins,265930,0,2014,0
76561198067106876,http://steamcommunity.com/profiles/76561198067106876,730,1,2014,2
Imascatman,http://steamcommunity.com/id/Imascatman,34900,0,2015,0
Imascatman,http://steamcommunity.com/id/Imascatman,32350,0,2015,2
Imascatman,http://steamcommunity.com/id/Imascatman,219740,1,2013,2
76561198047823134,http://steamcommunity.com/profiles/76561198047823134,440,1,2012,0
funnysuntadm,http://steamcommunity.com/id/funnysuntadm,230410,1,2013,0
funnysuntadm,http://steamcommunity.com/id/funnysuntadm,4000,1,2013,2
funnysuntadm,http://steamcommunity.com/id/funnysuntadm,730,1,2013,2
funnysuntadm,http://steamcommunity.com/id/funnysuntadm,7670,1,2013,2
funnysuntadm,http://steamcommunity.com/id/funnysuntadm,35450,1,2013,2
funnysuntadm,http://steamcommunity.com/id/funnysuntadm,550,1,2013,2
funnysuntadm,http://steamcommunity.com/id/funnysuntadm,218620,1,2013,2
FURYZ619,http://steamcommunity.com/id/FURYZ619,204360,1,2014,0
76561198053195906,http://steamcommunity.com/profiles/76561198053195906,222880,1,2014,1
76561198053195906,http://steamcommunity.com/profiles/76561198053195906,287700,1,2015,2
76561198082699893,http://steamcommunity.com/profiles/76561198082699893,212070,1,2015,0
76561198082699893,http://steamcommunity.com/profiles/76561198082699893,236390,1,2015,0
76561198082699893,http://steamcommunity.com/profiles/76561198082699893,248860,1,2014,2
Hikofuyu,http://steamcommunity.com/id/Hikofuyu,355180,0,2015,0
76561198057416678,http://steamcommunity.com/profiles/76561198057416678,238430,1,2014,2
fuzzi99,http://steamcommunity.com/id/fuzzi99,258200,1,2013,2
fuzzi99,http://steamcommunity.com/id/fuzzi99,224060,1,2015,2
fuzzi99,http://steamcommunity.com/id/fuzzi99,48240,1,2015,0
fuzzi99,http://steamcommunity.com/id/fuzzi99,241930,1,2014,0
76561198058535518,http://steamcommunity.com/profiles/76561198058535518,115320,0,2014,0
76561198058535518,http://steamcommunity.com/profiles/76561198058535518,319630,1,2015,2
xenial,http://steamcommunity.com/id/xenial,230410,1,2014,2
76561198172234061,http://steamcommunity.com/profiles/76561198172234061,417860,1,2015,2
Celerius,http://steamcommunity.com/id/Celerius,6060,1,2014,2
banksyyo,http://steamcommunity.com/id/banksyyo,218620,1,2013,1
banksyyo,http://steamcommunity.com/id/banksyyo,417860,1,2015,2
banksyyo,http://steamcommunity.com/id/banksyyo,105800,1,2014,1
banksyyo,http://steamcommunity.com/id/banksyyo,12140,1,2014,0
76561198010653835,http://steamcommunity.com/profiles/76561198010653835,294540,1,2014,2
76561198010653835,http://steamcommunity.com/profiles/76561198010653835,218620,0,2015,2
76561198010653835,http://steamcommunity.com/profiles/76561198010653835,17570,1,2015,2
76561198010653835,http://steamcommunity.com/profiles/76561198010653835,287450,1,2014,2
76561198084132579,http://steamcommunity.com/profiles/76561198084132579,440,1,2014,2
76561198072930493,http://steamcommunity.com/profiles/76561198072930493,342570,0,2015,0
76561198072930493,http://steamcommunity.com/profiles/76561198072930493,233250,1,2014,2
76561198072930493,http://steamcommunity.com/profiles/76561198072930493,236390,1,2015,2
76561198072930493,http://steamcommunity.com/profiles/76561198072930493,220200,1,2014,2
76561198059241716,http://steamcommunity.com/profiles/76561198059241716,4000,0,2015,2
76561198059241716,http://steamcommunity.com/profiles/76561198059241716,304930,1,2015,0
76561198059241716,http://steamcommunity.com/profiles/76561198059241716,342480,1,2015,2
76561198059241716,http://steamcommunity.com/profiles/76561198059241716,224260,1,2015,2
76561198064006861,http://steamcommunity.com/profiles/76561198064006861,302510,1,2015,0
76561198064006861,http://steamcommunity.com/profiles/76561198064006861,440,1,2014,1
GabrielTeo,http://steamcommunity.com/id/GabrielTeo,221100,1,2013,1
GabrielTeo,http://steamcommunity.com/id/GabrielTeo,226700,0,2014,1
gabbler123,http://steamcommunity.com/id/gabbler123,219830,0,2015,0
gabbler123,http://steamcommunity.com/id/gabbler123,40800,1,2015,2
gabbler123,http://steamcommunity.com/id/gabbler123,1250,1,2015,1
gabbler123,http://steamcommunity.com/id/gabbler123,353090,1,2015,2
gabbler123,http://steamcommunity.com/id/gabbler123,322170,1,2015,1
drilljose,http://steamcommunity.com/id/drilljose,4000,1,2014,1
drilljose,http://steamcommunity.com/id/drilljose,212800,1,2013,0
76561198067791616,http://steamcommunity.com/profiles/76561198067791616,423880,1,2015,0
76561198067791616,http://steamcommunity.com/profiles/76561198067791616,412140,1,2015,1
pancakes37,http://steamcommunity.com/id/pancakes37,6060,1,2014,0
pancakes37,http://steamcommunity.com/id/pancakes37,359320,1,2015,2
pancakes37,http://steamcommunity.com/id/pancakes37,259450,1,2015,2
pancakes37,http://steamcommunity.com/id/pancakes37,266430,1,2015,2
pancakes37,http://steamcommunity.com/id/pancakes37,265930,1,2014,2
pancakes37,http://steamcommunity.com/id/pancakes37,104900,1,2014,1
pancakes37,http://steamcommunity.com/id/pancakes37,301520,1,2014,2
pancakes37,http://steamcommunity.com/id/pancakes37,4000,1,2013,0
76561198084533872,http://steamcommunity.com/profiles/76561198084533872,231060,0,2014,1
76561198007914001,http://steamcommunity.com/profiles/76561198007914001,252490,1,2014,0
gamerexq,http://steamcommunity.com/id/gamerexq,245280,1,2014,2
gamerexq,http://steamcommunity.com/id/gamerexq,207610,1,2014,2
gamerexq,http://steamcommunity.com/id/gamerexq,388520,1,2015,2
gamerexq,http://steamcommunity.com/id/gamerexq,7670,1,2013,2
gamerexq,http://steamcommunity.com/id/gamerexq,227100,1,2013,2
76561198032459795,http://steamcommunity.com/profiles/76561198032459795,203770,1,2015,0
Gamester101,http://steamcommunity.com/id/Gamester101,113400,1,2014,1
Gamester101,http://steamcommunity.com/id/Gamester101,550,1,2013,2
Gamester101,http://steamcommunity.com/id/Gamester101,211820,1,2014,2
Gamester101,http://steamcommunity.com/id/Gamester101,223710,1,2014,2
Gamester101,http://steamcommunity.com/id/Gamester101,213650,1,2013,2
Gamester101,http://steamcommunity.com/id/Gamester101,500,1,2013,2
76561198152535010,http://steamcommunity.com/profiles/76561198152535010,249130,1,2015,2
76561198152535010,http://steamcommunity.com/profiles/76561198152535010,312990,1,2015,2
76561198152535010,http://steamcommunity.com/profiles/76561198152535010,213330,1,2015,0
RMOS,http://steamcommunity.com/id/RMOS,211420,1,2015,2
76561198046061239,http://steamcommunity.com/profiles/76561198046061239,1250,1,2014,2
76561198067309171,http://steamcommunity.com/profiles/76561198067309171,730,1,2015,0
76561198067309171,http://steamcommunity.com/profiles/76561198067309171,313120,1,2015,0
76561198067309171,http://steamcommunity.com/profiles/76561198067309171,242760,1,2015,1
76561198067309171,http://steamcommunity.com/profiles/76561198067309171,370100,1,2015,0
76561198067309171,http://steamcommunity.com/profiles/76561198067309171,218620,1,2014,1
76561198067309171,http://steamcommunity.com/profiles/76561198067309171,304050,0,2015,2
76561198074937351,http://steamcommunity.com/profiles/76561198074937351,322910,1,2015,2
76561198074937351,http://steamcommunity.com/profiles/76561198074937351,251170,1,2015,2
76561198074937351,http://steamcommunity.com/profiles/76561198074937351,204530,1,2015,2
deleteme14,http://steamcommunity.com/id/deleteme14,237310,1,2014,1
Gatsukama,http://steamcommunity.com/id/Gatsukama,440,1,2012,2
Gatsukama,http://steamcommunity.com/id/Gatsukama,99910,1,2011,2
Gatsukama,http://steamcommunity.com/id/Gatsukama,42910,1,2011,2
PresidentialHomo,http://steamcommunity.com/id/PresidentialHomo,221640,1,2013,2
PresidentialHomo,http://steamcommunity.com/id/PresidentialHomo,440,1,2013,2
PresidentialHomo,http://steamcommunity.com/id/PresidentialHomo,211420,1,2015,0
Gazza9900,http://steamcommunity.com/id/Gazza9900,224540,1,2013,1
reijimate,http://steamcommunity.com/id/reijimate,418340,1,2015,2
reijimate,http://steamcommunity.com/id/reijimate,234710,1,2015,2
reijimate,http://steamcommunity.com/id/reijimate,304050,1,2015,2
reijimate,http://steamcommunity.com/id/reijimate,31280,0,2015,2
reijimate,http://steamcommunity.com/id/reijimate,104700,0,2015,2
reijimate,http://steamcommunity.com/id/reijimate,730,0,2015,0
76561198022149086,http://steamcommunity.com/profiles/76561198022149086,376140,1,2015,0
76561198022149086,http://steamcommunity.com/profiles/76561198022149086,346010,1,2015,2
76561198022149086,http://steamcommunity.com/profiles/76561198022149086,1690,1,2015,2
76561198022149086,http://steamcommunity.com/profiles/76561198022149086,4760,1,2015,2
76561198022149086,http://steamcommunity.com/profiles/76561198022149086,268650,1,2015,2
76561198022149086,http://steamcommunity.com/profiles/76561198022149086,287450,1,2014,2
76561198022149086,http://steamcommunity.com/profiles/76561198022149086,48700,1,2014,2
adrianhogan,http://steamcommunity.com/id/adrianhogan,374570,1,2015,0
OneandOnlySwagKing,http://steamcommunity.com/id/OneandOnlySwagKing,57300,1,2013,1
gedehamsen08,http://steamcommunity.com/id/gedehamsen08,237310,1,2015,1
gedehamsen08,http://steamcommunity.com/id/gedehamsen08,4000,1,2013,0
76561198036950468,http://steamcommunity.com/profiles/76561198036950468,440,1,2014,2
Gee3332,http://steamcommunity.com/id/Gee3332,226700,1,2014,1
Gee3332,http://steamcommunity.com/id/Gee3332,218620,1,2014,1
Gee3332,http://steamcommunity.com/id/Gee3332,550,1,2014,1
Gee3332,http://steamcommunity.com/id/Gee3332,206420,1,2014,1
godberry,http://steamcommunity.com/id/godberry,330840,0,2015,0
godberry,http://steamcommunity.com/id/godberry,239350,1,2015,0
godberry,http://steamcommunity.com/id/godberry,203160,1,2015,2
godberry,http://steamcommunity.com/id/godberry,239200,0,2014,2
godberry,http://steamcommunity.com/id/godberry,205100,1,2013,2
godberry,http://steamcommunity.com/id/godberry,203810,1,2013,2
shumting,http://steamcommunity.com/id/shumting,363970,1,2015,2
fakesmg4,http://steamcommunity.com/id/fakesmg4,51100,1,2015,2
fakesmg4,http://steamcommunity.com/id/fakesmg4,107900,0,2015,0
fakesmg4,http://steamcommunity.com/id/fakesmg4,224600,1,2015,1
fakesmg4,http://steamcommunity.com/id/fakesmg4,222880,1,2015,1
fakesmg4,http://steamcommunity.com/id/fakesmg4,107410,0,2015,1
generalbutface,http://steamcommunity.com/id/generalbutface,224540,1,2013,2
HourlyCookie,http://steamcommunity.com/id/HourlyCookie,22380,1,2014,0
HourlyCookie,http://steamcommunity.com/id/HourlyCookie,570,1,2014,2
76561198001508595,http://steamcommunity.com/profiles/76561198001508595,550,1,2015,0
cheeley,http://steamcommunity.com/id/cheeley,224500,1,2014,2
geoskio,http://steamcommunity.com/id/geoskio,4000,1,2014,0
geoskio,http://steamcommunity.com/id/geoskio,440,1,2013,2
76561198086545438,http://steamcommunity.com/profiles/76561198086545438,335330,0,2015,1
76561198049424642,http://steamcommunity.com/profiles/76561198049424642,253710,0,2015,2
76561198049424642,http://steamcommunity.com/profiles/76561198049424642,70,1,2014,2
76561198046976160,http://steamcommunity.com/profiles/76561198046976160,105450,1,2014,2
76561198046976160,http://steamcommunity.com/profiles/76561198046976160,250320,1,2014,2
GEORGEOUSCZ,http://steamcommunity.com/id/GEORGEOUSCZ,21970,1,2011,1
76561198134334226,http://steamcommunity.com/profiles/76561198134334226,271590,1,2015,1
76561198134334226,http://steamcommunity.com/profiles/76561198134334226,233450,1,2015,2
76561198062915082,http://steamcommunity.com/profiles/76561198062915082,349480,1,2015,2
xXGeronimo,http://steamcommunity.com/id/xXGeronimo,207610,1,2014,0
xXGeronimo,http://steamcommunity.com/id/xXGeronimo,211400,1,2014,2
76561198067914627,http://steamcommunity.com/profiles/76561198067914627,34330,1,2015,1
76561198067914627,http://steamcommunity.com/profiles/76561198067914627,218620,1,2014,2
76561198067914627,http://steamcommunity.com/profiles/76561198067914627,4000,1,2014,0
76561198067914627,http://steamcommunity.com/profiles/76561198067914627,91310,1,2015,0
76561198067914627,http://steamcommunity.com/profiles/76561198067914627,216250,1,2015,2
76561198067914627,http://steamcommunity.com/profiles/76561198067914627,377160,1,2015,2
76561198085432440,http://steamcommunity.com/profiles/76561198085432440,242760,1,2014,2
9k42c60d,http://steamcommunity.com/id/9k42c60d,730,1,2015,1
9k42c60d,http://steamcommunity.com/id/9k42c60d,239220,0,2015,2
9k42c60d,http://steamcommunity.com/id/9k42c60d,301520,1,2014,2
9k42c60d,http://steamcommunity.com/id/9k42c60d,22330,1,2015,1
9k42c60d,http://steamcommunity.com/id/9k42c60d,3590,1,2015,2
9k42c60d,http://steamcommunity.com/id/9k42c60d,221260,1,2015,2
9k42c60d,http://steamcommunity.com/id/9k42c60d,440,1,2014,2
76561198051582488,http://steamcommunity.com/profiles/76561198051582488,221100,1,2014,2
76561198051582488,http://steamcommunity.com/profiles/76561198051582488,72850,1,2015,0
76561198135174028,http://steamcommunity.com/profiles/76561198135174028,206500,1,2015,2
76561198073209907,http://steamcommunity.com/profiles/76561198073209907,243870,1,2014,2
76561198073209907,http://steamcommunity.com/profiles/76561198073209907,219740,1,2015,2
regalgjblue,http://steamcommunity.com/id/regalgjblue,300,1,2015,2
76561198079463900,http://steamcommunity.com/profiles/76561198079463900,33440,1,2014,2
76561198079463900,http://steamcommunity.com/profiles/76561198079463900,313160,1,2015,2
tjwellman,http://steamcommunity.com/id/tjwellman,440,1,2013,2
tjwellman,http://steamcommunity.com/id/tjwellman,204360,1,2013,2
jon4hh,http://steamcommunity.com/id/jon4hh,730,1,2015,1
76561198072365224,http://steamcommunity.com/profiles/76561198072365224,43160,1,2014,2
76561198072365224,http://steamcommunity.com/profiles/76561198072365224,208090,1,2014,2
76561198080302623,http://steamcommunity.com/profiles/76561198080302623,236390,1,2015,2
76561198080302623,http://steamcommunity.com/profiles/76561198080302623,209870,0,2014,1
76561198080302623,http://steamcommunity.com/profiles/76561198080302623,440,1,2013,2
76561198080302623,http://steamcommunity.com/profiles/76561198080302623,218230,0,2014,0
76561198080302623,http://steamcommunity.com/profiles/76561198080302623,91310,0,2014,2
76561198080302623,http://steamcommunity.com/profiles/76561198080302623,24200,1,2014,2
76561198080302623,http://steamcommunity.com/profiles/76561198080302623,200210,1,2014,2
thekangacommando,http://steamcommunity.com/id/thekangacommando,244850,1,2014,2
thekangacommando,http://steamcommunity.com/id/thekangacommando,8190,1,2013,0
76561198020361485,http://steamcommunity.com/profiles/76561198020361485,233130,1,2014,0
chillio,http://steamcommunity.com/id/chillio,730,1,2014,2
76561198049946995,http://steamcommunity.com/profiles/76561198049946995,242050,1,2014,2
76561198049946995,http://steamcommunity.com/profiles/76561198049946995,34330,1,2014,2
76561198049946995,http://steamcommunity.com/profiles/76561198049946995,244850,1,2014,2
76561198089355998,http://steamcommunity.com/profiles/76561198089355998,570,1,2015,2
76561198081717091,http://steamcommunity.com/profiles/76561198081717091,570,1,2014,2
123232343432555686888554456555,http://steamcommunity.com/id/123232343432555686888554456555,274940,1,2014,2
The_GLaDOS_Gamer,http://steamcommunity.com/id/The_GLaDOS_Gamer,620,1,2014,2
The_GLaDOS_Gamer,http://steamcommunity.com/id/The_GLaDOS_Gamer,4000,1,2014,2
The_GLaDOS_Gamer,http://steamcommunity.com/id/The_GLaDOS_Gamer,317400,1,2015,2
The_GLaDOS_Gamer,http://steamcommunity.com/id/The_GLaDOS_Gamer,265930,1,2014,2
The_GLaDOS_Gamer,http://steamcommunity.com/id/The_GLaDOS_Gamer,440,1,2014,2
GLADTOHELP,http://steamcommunity.com/id/GLADTOHELP,227300,1,2015,1
GLADTOHELP,http://steamcommunity.com/id/GLADTOHELP,107410,1,2015,2
Smiley_Riley02,http://steamcommunity.com/id/Smiley_Riley02,221100,1,2014,0
Smiley_Riley02,http://steamcommunity.com/id/Smiley_Riley02,263440,1,2014,0
76561198065212900,http://steamcommunity.com/profiles/76561198065212900,295110,1,2015,1
76561198065212900,http://steamcommunity.com/profiles/76561198065212900,730,1,2013,1
76561198065212900,http://steamcommunity.com/profiles/76561198065212900,236390,1,2013,1
76561198069082998,http://steamcommunity.com/profiles/76561198069082998,730,0,2015,0
76561198069082998,http://steamcommunity.com/profiles/76561198069082998,222880,0,2015,0
buddy2k6,http://steamcommunity.com/id/buddy2k6,236090,1,2014,2
buddy2k6,http://steamcommunity.com/id/buddy2k6,22370,1,2014,2
buddy2k6,http://steamcommunity.com/id/buddy2k6,105600,1,2013,2
76561198092989777,http://steamcommunity.com/profiles/76561198092989777,290140,1,2015,2
76561198092989777,http://steamcommunity.com/profiles/76561198092989777,211820,1,2015,2
76561198092989777,http://steamcommunity.com/profiles/76561198092989777,250420,1,2015,2
gmaster5510,http://steamcommunity.com/id/gmaster5510,377330,1,2015,2
76561198031693155,http://steamcommunity.com/profiles/76561198031693155,251570,1,2015,2
ratgnomekingkeem,http://steamcommunity.com/id/ratgnomekingkeem,24240,1,2014,1
ratgnomekingkeem,http://steamcommunity.com/id/ratgnomekingkeem,221640,1,2014,2
ratgnomekingkeem,http://steamcommunity.com/id/ratgnomekingkeem,38740,1,2014,2
ratgnomekingkeem,http://steamcommunity.com/id/ratgnomekingkeem,305260,0,2014,0
ratgnomekingkeem,http://steamcommunity.com/id/ratgnomekingkeem,302380,1,2014,2
ratgnomekingkeem,http://steamcommunity.com/id/ratgnomekingkeem,304930,1,2014,2
ratgnomekingkeem,http://steamcommunity.com/id/ratgnomekingkeem,218230,1,2014,1
ratgnomekingkeem,http://steamcommunity.com/id/ratgnomekingkeem,209870,0,2014,0
ratgnomekingkeem,http://steamcommunity.com/id/ratgnomekingkeem,65790,1,2014,2
skylordjosh,http://steamcommunity.com/id/skylordjosh,72850,1,2014,2
adenkennelly,http://steamcommunity.com/id/adenkennelly,221100,1,2015,2
adenkennelly,http://steamcommunity.com/id/adenkennelly,220240,1,2013,2
gohardinthebrown,http://steamcommunity.com/id/gohardinthebrown,221100,0,2014,0
76561198057307730,http://steamcommunity.com/profiles/76561198057307730,730,1,2015,2
76561198065695402,http://steamcommunity.com/profiles/76561198065695402,250600,1,2014,2
Jellyyfishy,http://steamcommunity.com/id/Jellyyfishy,24740,1,2014,2
76561198052489047,http://steamcommunity.com/profiles/76561198052489047,298630,1,2014,2
76561198061021230,http://steamcommunity.com/profiles/76561198061021230,321300,1,2014,1
76561198061021230,http://steamcommunity.com/profiles/76561198061021230,233250,0,2014,2
76561198061021230,http://steamcommunity.com/profiles/76561198061021230,9200,1,2014,2
76561198061021230,http://steamcommunity.com/profiles/76561198061021230,252490,0,2014,2
76561198061021230,http://steamcommunity.com/profiles/76561198061021230,321300,1,2014,1
76561198061021230,http://steamcommunity.com/profiles/76561198061021230,233250,0,2014,2
76561198061021230,http://steamcommunity.com/profiles/76561198061021230,9200,1,2014,2
76561198061021230,http://steamcommunity.com/profiles/76561198061021230,252490,0,2014,2
76561198104750935,http://steamcommunity.com/profiles/76561198104750935,1840,1,2014,1
76561198070621937,http://steamcommunity.com/profiles/76561198070621937,319510,1,2014,2
76561198083801480,http://steamcommunity.com/profiles/76561198083801480,570,1,2014,2
76561198083801480,http://steamcommunity.com/profiles/76561198083801480,440,1,2013,1
76561198079641567,http://steamcommunity.com/profiles/76561198079641567,345650,1,2015,2
Khaooschannel,http://steamcommunity.com/id/Khaooschannel,232090,1,2015,1
Khaooschannel,http://steamcommunity.com/id/Khaooschannel,247730,1,2014,2
Khaooschannel,http://steamcommunity.com/id/Khaooschannel,55230,1,2014,1
DarkDwaler,http://steamcommunity.com/id/DarkDwaler,322330,1,2015,2
DarkDwaler,http://steamcommunity.com/id/DarkDwaler,104900,1,2014,0
azza213,http://steamcommunity.com/id/azza213,295110,1,2015,2
lividos,http://steamcommunity.com/id/lividos,310560,1,2015,2
lividos,http://steamcommunity.com/id/lividos,221100,1,2014,2
76561198085686437,http://steamcommunity.com/profiles/76561198085686437,17480,1,2014,1
76561198048230501,http://steamcommunity.com/profiles/76561198048230501,70300,1,2015,1
76561198048230501,http://steamcommunity.com/profiles/76561198048230501,230410,1,2014,2
76561198083941171,http://steamcommunity.com/profiles/76561198083941171,261180,1,2015,2
76561198042535860,http://steamcommunity.com/profiles/76561198042535860,730,1,2012,2
76561198050452751,http://steamcommunity.com/profiles/76561198050452751,218620,0,2015,2
76561198050452751,http://steamcommunity.com/profiles/76561198050452751,252490,1,2014,2
76561198080070794,http://steamcommunity.com/profiles/76561198080070794,218620,1,2015,2
76561198080070794,http://steamcommunity.com/profiles/76561198080070794,208090,1,2014,2
76561198080070794,http://steamcommunity.com/profiles/76561198080070794,730,1,2014,2
76561198089724894,http://steamcommunity.com/profiles/76561198089724894,730,1,2015,2
halofan360,http://steamcommunity.com/id/halofan360,200510,1,2015,1
halofan360,http://steamcommunity.com/id/halofan360,214770,1,2015,1
dapperlook,http://steamcommunity.com/id/dapperlook,440,1,2014,2
76561198131417376,http://steamcommunity.com/profiles/76561198131417376,231740,1,2015,0
76561198075435799,http://steamcommunity.com/profiles/76561198075435799,105600,1,2015,2
76561198054691172,http://steamcommunity.com/profiles/76561198054691172,244850,1,2014,2
foxlets,http://steamcommunity.com/id/foxlets,207610,1,2013,2
foxlets,http://steamcommunity.com/id/foxlets,47890,1,2013,2
foxlets,http://steamcommunity.com/id/foxlets,226740,1,2013,2
foxlets,http://steamcommunity.com/id/foxlets,63710,1,2013,2
foxlets,http://steamcommunity.com/id/foxlets,38900,1,2013,2
foxlets,http://steamcommunity.com/id/foxlets,105600,1,2011,2
goose01,http://steamcommunity.com/id/goose01,211820,1,2015,2
76561198057453677,http://steamcommunity.com/profiles/76561198057453677,238460,1,2014,1
76561198057453677,http://steamcommunity.com/profiles/76561198057453677,249050,1,2014,2
76561198057453677,http://steamcommunity.com/profiles/76561198057453677,109600,1,2013,2
76561198057453677,http://steamcommunity.com/profiles/76561198057453677,238960,1,2013,1
76561198057453677,http://steamcommunity.com/profiles/76561198057453677,570,1,2013,2
76561198077294556,http://steamcommunity.com/profiles/76561198077294556,330840,1,2015,1
76561198077294556,http://steamcommunity.com/profiles/76561198077294556,570,1,2015,2
76561198077294556,http://steamcommunity.com/profiles/76561198077294556,203160,1,2015,2
76561198077294556,http://steamcommunity.com/profiles/76561198077294556,319630,1,2015,2
theghostofbowie,http://steamcommunity.com/id/theghostofbowie,243870,1,2014,2
theghostofbowie,http://steamcommunity.com/id/theghostofbowie,236390,1,2014,2
76561198057970914,http://steamcommunity.com/profiles/76561198057970914,219640,1,2015,2
76561198057970914,http://steamcommunity.com/profiles/76561198057970914,311210,0,2015,2
76561198057970914,http://steamcommunity.com/profiles/76561198057970914,214490,1,2015,2
76561198057970914,http://steamcommunity.com/profiles/76561198057970914,230410,1,2014,2
76561198057970914,http://steamcommunity.com/profiles/76561198057970914,218230,1,2014,2
76561198057970914,http://steamcommunity.com/profiles/76561198057970914,39120,1,2014,2
76561198057970914,http://steamcommunity.com/profiles/76561198057970914,238960,1,2014,2
ebil6177,http://steamcommunity.com/id/ebil6177,313120,1,2015,0
ebil6177,http://steamcommunity.com/id/ebil6177,440,1,2013,1
76561198074508314,http://steamcommunity.com/profiles/76561198074508314,250340,0,2015,1
